ID,Representativt dygn,År siffra,Månad siffra,Dag siffra,Nederbördsmängd
5647,2011-11-16,2011,11,16,0.0
5648,2011-11-17,2011,11,17,0.0
5649,2011-11-18,2011,11,18,2.6
5650,2011-11-19,2011,11,19,1.1
5651,2011-11-20,2011,11,20,0.0
5652,2011-11-21,2011,11,21,0.0
5653,2011-11-22,2011,11,22,0.1
5654,2011-11-23,2011,11,23,0.4
5655,2011-11-24,2011,11,24,3.1
5656,2011-11-25,2011,11,25,4.3
5657,2011-11-26,2011,11,26,7.1
5658,2011-11-27,2011,11,27,7.6
5659,2011-11-28,2011,11,28,0.0
5660,2011-11-29,2011,11,29,11.1
5661,2011-11-30,2011,11,30,0.3
5662,2011-12-01,2011,12,1,5.2
5663,2011-12-02,2011,12,2,0.4
5664,2011-12-03,2011,12,3,18.0
5665,2011-12-04,2011,12,4,1.8
5666,2011-12-05,2011,12,5,5.8
5667,2011-12-06,2011,12,6,2.6
5668,2011-12-07,2011,12,7,0.9
5669,2011-12-08,2011,12,8,17.9
5670,2011-12-09,2011,12,9,21.2
5671,2011-12-10,2011,12,10,3.3
5672,2011-12-11,2011,12,11,8.9
5673,2011-12-12,2011,12,12,5.7
5674,2011-12-13,2011,12,13,13.4
5675,2011-12-14,2011,12,14,0.0
5676,2011-12-15,2011,12,15,8.6
5677,2011-12-16,2011,12,16,1.0
5678,2011-12-17,2011,12,17,0.0
5679,2011-12-18,2011,12,18,0.0
5680,2011-12-19,2011,12,19,0.0
5681,2011-12-20,2011,12,20,6.0
5682,2011-12-21,2011,12,21,0.0
5683,2011-12-22,2011,12,22,1.0
5684,2011-12-23,2011,12,23,5.5
5685,2011-12-24,2011,12,24,2.5
5686,2011-12-25,2011,12,25,2.0
5687,2011-12-26,2011,12,26,0.5
5688,2011-12-27,2011,12,27,0.0
5689,2011-12-28,2011,12,28,5.8
5690,2011-12-29,2011,12,29,7.6
5691,2011-12-30,2011,12,30,0.0
5692,2011-12-31,2011,12,31,0.0
5693,2012-01-01,2012,1,1,16.3
5694,2012-01-02,2012,1,2,0.5
5695,2012-01-03,2012,1,3,21.2
5696,2012-01-04,2012,1,4,7.0
5697,2012-01-05,2012,1,5,0.2
5698,2012-01-06,2012,1,6,0.1
5699,2012-01-07,2012,1,7,2.4
5700,2012-01-08,2012,1,8,0.0
5701,2012-01-09,2012,1,9,7.3
5702,2012-01-10,2012,1,10,3.6
5703,2012-01-11,2012,1,11,5.2
5704,2012-01-12,2012,1,12,5.6
5705,2012-01-13,2012,1,13,0.0
5706,2012-01-14,2012,1,14,0.0
5707,2012-01-15,2012,1,15,0.0
5708,2012-01-16,2012,1,16,0.0
5709,2012-01-17,2012,1,17,0.0
5710,2012-01-18,2012,1,18,6.0
5711,2012-01-19,2012,1,19,0.3
5712,2012-01-20,2012,1,20,0.0
5713,2012-01-21,2012,1,21,12.5
5714,2012-01-22,2012,1,22,0.1
5715,2012-01-23,2012,1,23,0.0
5716,2012-01-24,2012,1,24,0.0
5717,2012-01-25,2012,1,25,0.0
5718,2012-01-26,2012,1,26,0.0
5719,2012-01-27,2012,1,27,0.0
5720,2012-01-28,2012,1,28,0.0
5721,2012-01-29,2012,1,29,0.0
5722,2012-01-30,2012,1,30,0.0
5723,2012-01-31,2012,1,31,0.0
5724,2012-02-01,2012,2,1,0.2
5725,2012-02-02,2012,2,2,0.0
5726,2012-02-03,2012,2,3,0.0
5727,2012-02-04,2012,2,4,0.0
5728,2012-02-05,2012,2,5,0.0
5729,2012-02-06,2012,2,6,0.0
5730,2012-02-07,2012,2,7,0.0
5731,2012-02-08,2012,2,8,0.0
5732,2012-02-09,2012,2,9,0.0
5733,2012-02-10,2012,2,10,0.0
5734,2012-02-11,2012,2,11,0.3
5735,2012-02-12,2012,2,12,0.0
5736,2012-02-13,2012,2,13,5.9
5737,2012-02-14,2012,2,14,2.2
5738,2012-02-15,2012,2,15,0.0
5739,2012-02-16,2012,2,16,4.0
5740,2012-02-17,2012,2,17,0.1
5741,2012-02-18,2012,2,18,12.7
5742,2012-02-19,2012,2,19,0.1
5743,2012-02-20,2012,2,20,3.2
5744,2012-02-21,2012,2,21,3.1
5745,2012-02-22,2012,2,22,16.6
5746,2012-02-23,2012,2,23,1.4
5747,2012-02-24,2012,2,24,0.0
5748,2012-02-25,2012,2,25,0.0
5749,2012-02-26,2012,2,26,0.0
5750,2012-02-27,2012,2,27,5.2
5751,2012-02-28,2012,2,28,0.0
5752,2012-02-29,2012,2,29,0.0
5753,2012-03-01,2012,3,1,0.0
5754,2012-03-02,2012,3,2,0.0
5755,2012-03-03,2012,3,3,0.0
5756,2012-03-04,2012,3,4,0.0
5757,2012-03-05,2012,3,5,0.0
5758,2012-03-06,2012,3,6,0.0
5759,2012-03-07,2012,3,7,4.1
5760,2012-03-08,2012,3,8,0.1
5761,2012-03-09,2012,3,9,0.7
5762,2012-03-10,2012,3,10,0.0
5763,2012-03-11,2012,3,11,0.0
5764,2012-03-12,2012,3,12,0.0
5765,2012-03-13,2012,3,13,0.0
5766,2012-03-14,2012,3,14,0.0
5767,2012-03-15,2012,3,15,0.0
5768,2012-03-16,2012,3,16,0.1
5769,2012-03-17,2012,3,17,0.5
5770,2012-03-18,2012,3,18,0.1
5771,2012-03-19,2012,3,19,3.3
5772,2012-03-20,2012,3,20,0.0
5773,2012-03-21,2012,3,21,0.0
5774,2012-03-22,2012,3,22,0.0
5775,2012-03-23,2012,3,23,0.0
5776,2012-03-24,2012,3,24,0.0
5777,2012-03-25,2012,3,25,0.0
5778,2012-03-26,2012,3,26,0.0
5779,2012-03-27,2012,3,27,0.0
5780,2012-03-28,2012,3,28,0.0
5781,2012-03-29,2012,3,29,0.0
5782,2012-03-30,2012,3,30,0.0
5783,2012-03-31,2012,3,31,0.0
5784,2012-04-01,2012,4,1,0.0
5785,2012-04-02,2012,4,2,0.0
5786,2012-04-03,2012,4,3,0.0
5787,2012-04-04,2012,4,4,0.0
5788,2012-04-05,2012,4,5,4.0
5789,2012-04-06,2012,4,6,2.3
5790,2012-04-07,2012,4,7,0.0
5791,2012-04-08,2012,4,8,0.3
5792,2012-04-09,2012,4,9,27.5
5793,2012-04-10,2012,4,10,13.3
5794,2012-04-11,2012,4,11,2.5
5795,2012-04-12,2012,4,12,0.0
5796,2012-04-13,2012,4,13,0.7
5797,2012-04-14,2012,4,14,1.7
5798,2012-04-15,2012,4,15,0.0
5799,2012-04-16,2012,4,16,0.2
5800,2012-04-17,2012,4,17,0.0
5801,2012-04-18,2012,4,18,0.0
5802,2012-04-19,2012,4,19,0.1
5803,2012-04-20,2012,4,20,3.1
5804,2012-04-21,2012,4,21,1.0
5805,2012-04-22,2012,4,22,4.6
5806,2012-04-23,2012,4,23,0.0
5807,2012-04-24,2012,4,24,1.5
5808,2012-04-25,2012,4,25,0.8
5809,2012-04-26,2012,4,26,11.1
5810,2012-04-27,2012,4,27,0.1
5811,2012-04-28,2012,4,28,0.0
5812,2012-04-29,2012,4,29,0.0
5813,2012-04-30,2012,4,30,0.0
5814,2012-05-01,2012,5,1,0.0
5815,2012-05-02,2012,5,2,0.0
5816,2012-05-03,2012,5,3,0.0
5817,2012-05-04,2012,5,4,0.0
5818,2012-05-05,2012,5,5,0.0
5819,2012-05-06,2012,5,6,0.0
5820,2012-05-07,2012,5,7,0.0
5821,2012-05-08,2012,5,8,13.1
5822,2012-05-09,2012,5,9,4.8
5823,2012-05-10,2012,5,10,30.8
5824,2012-05-11,2012,5,11,0.5
5825,2012-05-12,2012,5,12,0.0
5826,2012-05-13,2012,5,13,0.0
5827,2012-05-14,2012,5,14,13.4
5828,2012-05-15,2012,5,15,0.1
5829,2012-05-16,2012,5,16,3.7
5830,2012-05-17,2012,5,17,1.5
5831,2012-05-18,2012,5,18,0.0
5832,2012-05-19,2012,5,19,0.0
5833,2012-05-20,2012,5,20,0.0
5834,2012-05-21,2012,5,21,3.2
5835,2012-05-22,2012,5,22,0.0
5836,2012-05-23,2012,5,23,0.0
5837,2012-05-24,2012,5,24,0.0
5838,2012-05-25,2012,5,25,0.0
5839,2012-05-26,2012,5,26,0.2
5840,2012-05-27,2012,5,27,0.0
5841,2012-05-28,2012,5,28,3.1
5842,2012-05-29,2012,5,29,0.0
5843,2012-05-30,2012,5,30,0.0
5844,2012-05-31,2012,5,31,0.0
5845,2012-06-01,2012,6,1,0.0
5846,2012-06-02,2012,6,2,0.0
5847,2012-06-03,2012,6,3,0.0
5848,2012-06-04,2012,6,4,0.0
5849,2012-06-05,2012,6,5,0.0
5850,2012-06-06,2012,6,6,0.0
5851,2012-06-07,2012,6,7,1.7
5852,2012-06-08,2012,6,8,9.4
5853,2012-06-09,2012,6,9,2.5
5854,2012-06-10,2012,6,10,8.9
5855,2012-06-11,2012,6,11,0.2
5856,2012-06-12,2012,6,12,0.0
5857,2012-06-13,2012,6,13,0.0
5858,2012-06-14,2012,6,14,0.0
5859,2012-06-15,2012,6,15,4.0
5860,2012-06-16,2012,6,16,1.2
5861,2012-06-17,2012,6,17,0.9
5862,2012-06-18,2012,6,18,4.1
5863,2012-06-19,2012,6,19,0.0
5864,2012-06-20,2012,6,20,0.0
5865,2012-06-21,2012,6,21,0.0
5866,2012-06-22,2012,6,22,4.0
5867,2012-06-23,2012,6,23,1.7
5868,2012-06-24,2012,6,24,18.9
5869,2012-06-25,2012,6,25,10.6
5870,2012-06-26,2012,6,26,0.0
5871,2012-06-27,2012,6,27,0.0
5872,2012-06-28,2012,6,28,0.0
5873,2012-06-29,2012,6,29,27.1
5874,2012-06-30,2012,6,30,0.2
5875,2012-07-01,2012,7,1,5.5
5876,2012-07-02,2012,7,2,0.0
5877,2012-07-03,2012,7,3,0.0
5878,2012-07-04,2012,7,4,0.0
5879,2012-07-05,2012,7,5,0.0
5880,2012-07-06,2012,7,6,24.3
5881,2012-07-07,2012,7,7,0.2
5882,2012-07-08,2012,7,8,0.0
5883,2012-07-09,2012,7,9,2.6
5884,2012-07-10,2012,7,10,2.0
5885,2012-07-11,2012,7,11,1.3
5886,2012-07-12,2012,7,12,5.7
5887,2012-07-13,2012,7,13,8.4
5888,2012-07-14,2012,7,14,1.0
5889,2012-07-15,2012,7,15,0.0
5890,2012-07-16,2012,7,16,0.1
5891,2012-07-17,2012,7,17,0.0
5892,2012-07-18,2012,7,18,6.5
5893,2012-07-19,2012,7,19,0.4
5894,2012-07-20,2012,7,20,0.0
5895,2012-07-21,2012,7,21,0.0
5896,2012-07-22,2012,7,22,0.4
5897,2012-07-23,2012,7,23,0.0
5898,2012-07-24,2012,7,24,0.0
5899,2012-07-25,2012,7,25,0.0
5900,2012-07-26,2012,7,26,0.0
5901,2012-07-27,2012,7,27,0.0
5902,2012-07-28,2012,7,28,30.9
5903,2012-07-29,2012,7,29,0.3
5904,2012-07-30,2012,7,30,4.1
5905,2012-07-31,2012,7,31,3.6
5906,2012-08-01,2012,8,1,0.0
5907,2012-08-02,2012,8,2,12.8
5908,2012-08-03,2012,8,3,0.0
5909,2012-08-04,2012,8,4,0.0
5910,2012-08-05,2012,8,5,0.0
5911,2012-08-06,2012,8,6,18.7
5912,2012-08-07,2012,8,7,7.7
5913,2012-08-08,2012,8,8,1.2
5914,2012-08-09,2012,8,9,0.0
5915,2012-08-10,2012,8,10,1.0
5916,2012-08-11,2012,8,11,0.0
5917,2012-08-12,2012,8,12,0.1
5918,2012-08-13,2012,8,13,1.6
5919,2012-08-14,2012,8,14,0.0
5920,2012-08-15,2012,8,15,0.0
5921,2012-08-16,2012,8,16,0.1
5922,2012-08-17,2012,8,17,8.3
5923,2012-08-18,2012,8,18,0.1
5924,2012-08-19,2012,8,19,0.0
5925,2012-08-20,2012,8,20,0.6
5926,2012-08-21,2012,8,21,0.0
5927,2012-08-22,2012,8,22,11.0
5928,2012-08-23,2012,8,23,0.8
5929,2012-08-24,2012,8,24,0.4
5930,2012-08-25,2012,8,25,15.7
5931,2012-08-26,2012,8,26,0.6
5932,2012-08-27,2012,8,27,0.0
5933,2012-08-28,2012,8,28,7.0
5934,2012-08-29,2012,8,29,0.0
5935,2012-08-30,2012,8,30,0.6
5936,2012-08-31,2012,8,31,0.0
5937,2012-09-01,2012,9,1,1.1
5938,2012-09-02,2012,9,2,2.9
5939,2012-09-03,2012,9,3,0.0
5940,2012-09-04,2012,9,4,0.1
5941,2012-09-05,2012,9,5,0.0
5942,2012-09-06,2012,9,6,12.6
5943,2012-09-07,2012,9,7,0.0
5944,2012-09-08,2012,9,8,0.0
5945,2012-09-09,2012,9,9,0.0
5946,2012-09-10,2012,9,10,0.0
5947,2012-09-11,2012,9,11,6.5
5948,2012-09-12,2012,9,12,3.9
5949,2012-09-13,2012,9,13,13.2
5950,2012-09-14,2012,9,14,3.1
5951,2012-09-15,2012,9,15,0.0
5952,2012-09-16,2012,9,16,12.2
5953,2012-09-17,2012,9,17,2.0
5954,2012-09-18,2012,9,18,15.9
5955,2012-09-19,2012,9,19,0.0
5956,2012-09-20,2012,9,20,2.6
5957,2012-09-21,2012,9,21,10.2
5958,2012-09-22,2012,9,22,5.9
5959,2012-09-23,2012,9,23,0.1
5960,2012-09-24,2012,9,24,8.3
5961,2012-09-25,2012,9,25,16.7
5962,2012-09-26,2012,9,26,8.3
5963,2012-09-27,2012,9,27,3.3
5964,2012-09-28,2012,9,28,0.6
5965,2012-09-29,2012,9,29,4.6
5966,2012-09-30,2012,9,30,11.9
5967,2012-10-01,2012,10,1,19.4
5968,2012-10-02,2012,10,2,0.6
5969,2012-10-03,2012,10,3,9.9
5970,2012-10-04,2012,10,4,7.1
5971,2012-10-05,2012,10,5,9.3
5972,2012-10-06,2012,10,6,0.1
5973,2012-10-07,2012,10,7,0.0
5974,2012-10-08,2012,10,8,4.1
5975,2012-10-09,2012,10,9,0.0
5976,2012-10-10,2012,10,10,0.0
5977,2012-10-11,2012,10,11,0.0
5978,2012-10-12,2012,10,12,0.0
5979,2012-10-13,2012,10,13,9.1
5980,2012-10-14,2012,10,14,10.1
5981,2012-10-15,2012,10,15,4.1
5982,2012-10-16,2012,10,16,6.6
5983,2012-10-17,2012,10,17,2.1
5984,2012-10-18,2012,10,18,11.0
5985,2012-10-19,2012,10,19,12.1
5986,2012-10-20,2012,10,20,2.3
5987,2012-10-21,2012,10,21,0.2
5988,2012-10-22,2012,10,22,0.0
5989,2012-10-23,2012,10,23,0.0
5990,2012-10-24,2012,10,24,2.3
5991,2012-10-25,2012,10,25,1.3
5992,2012-10-26,2012,10,26,0.0
5993,2012-10-27,2012,10,27,0.0
5994,2012-10-28,2012,10,28,0.8
5995,2012-10-29,2012,10,29,30.8
5996,2012-10-30,2012,10,30,0.3
5997,2012-10-31,2012,10,31,2.3
5998,2012-11-01,2012,11,1,13.0
5999,2012-11-02,2012,11,2,5.8
6000,2012-11-03,2012,11,3,11.4
6001,2012-11-04,2012,11,4,0.4
6002,2012-11-05,2012,11,5,0.2
6003,2012-11-06,2012,11,6,2.1
6004,2012-11-07,2012,11,7,7.1
6005,2012-11-08,2012,11,8,0.0
6006,2012-11-09,2012,11,9,0.8
6007,2012-11-10,2012,11,10,5.7
6008,2012-11-11,2012,11,11,4.0
6009,2012-11-12,2012,11,12,0.0
6010,2012-11-13,2012,11,13,4.0
6011,2012-11-14,2012,11,14,0.0
6012,2012-11-15,2012,11,15,0.4
6013,2012-11-16,2012,11,16,3.6
6014,2012-11-17,2012,11,17,0.9
6015,2012-11-18,2012,11,18,1.9
6016,2012-11-19,2012,11,19,0.6
6017,2012-11-20,2012,11,20,0.0
6018,2012-11-21,2012,11,21,0.0
6019,2012-11-22,2012,11,22,1.2
6020,2012-11-23,2012,11,23,4.0
6021,2012-11-24,2012,11,24,0.9
6022,2012-11-25,2012,11,25,9.7
6023,2012-11-26,2012,11,26,12.2
6024,2012-11-27,2012,11,27,1.9
6025,2012-11-28,2012,11,28,0.0
6026,2012-11-29,2012,11,29,0.0
6027,2012-11-30,2012,11,30,0.1
6028,2012-12-01,2012,12,1,0.0
6029,2012-12-02,2012,12,2,0.7
6030,2012-12-03,2012,12,3,3.6
6031,2012-12-04,2012,12,4,1.4
6032,2012-12-05,2012,12,5,0.3
6033,2012-12-06,2012,12,6,0.2
6034,2012-12-07,2012,12,7,0.0
6035,2012-12-08,2012,12,8,0.0
6036,2012-12-09,2012,12,9,0.6
6037,2012-12-10,2012,12,10,0.0
6038,2012-12-11,2012,12,11,0.0
6039,2012-12-12,2012,12,12,0.2
6040,2012-12-13,2012,12,13,0.0
6041,2012-12-14,2012,12,14,3.1
6042,2012-12-15,2012,12,15,4.0
6043,2012-12-16,2012,12,16,1.2
6044,2012-12-17,2012,12,17,3.3
6045,2012-12-18,2012,12,18,0.1
6046,2012-12-19,2012,12,19,0.0
6047,2012-12-20,2012,12,20,0.0
6048,2012-12-21,2012,12,21,0.0
6049,2012-12-22,2012,12,22,0.1
6050,2012-12-23,2012,12,23,9.9
6051,2012-12-24,2012,12,24,10.5
6052,2012-12-25,2012,12,25,5.2
6053,2012-12-26,2012,12,26,6.1
6054,2012-12-27,2012,12,27,0.0
6055,2012-12-28,2012,12,28,6.4
6056,2012-12-29,2012,12,29,4.2
6057,2012-12-30,2012,12,30,3.7
6058,2012-12-31,2012,12,31,13.5
6059,2013-01-01,2013,1,1,0.0
6060,2013-01-02,2013,1,2,9.7
6061,2013-01-03,2013,1,3,0.1
6062,2013-01-04,2013,1,4,3.2
6063,2013-01-05,2013,1,5,1.0
6064,2013-01-06,2013,1,6,0.5
6065,2013-01-07,2013,1,7,1.2
6066,2013-01-08,2013,1,8,0.8
6067,2013-01-09,2013,1,9,7.1
6068,2013-01-10,2013,1,10,0.3
6069,2013-01-11,2013,1,11,0.8
6070,2013-01-12,2013,1,12,0.0
6071,2013-01-13,2013,1,13,0.1
6072,2013-01-14,2013,1,14,0.5
6073,2013-01-15,2013,1,15,1.5
6074,2013-01-16,2013,1,16,0.0
6075,2013-01-17,2013,1,17,0.0
6076,2013-01-18,2013,1,18,0.0
6077,2013-01-19,2013,1,19,0.0
6078,2013-01-20,2013,1,20,0.0
6079,2013-01-21,2013,1,21,0.0
6080,2013-01-22,2013,1,22,0.0
6081,2013-01-23,2013,1,23,0.0
6082,2013-01-24,2013,1,24,0.0
6083,2013-01-25,2013,1,25,0.0
6084,2013-01-26,2013,1,26,0.0
6085,2013-01-27,2013,1,27,5.6
6086,2013-01-28,2013,1,28,2.2
6087,2013-01-29,2013,1,29,7.8
6088,2013-01-30,2013,1,30,1.3
6089,2013-01-31,2013,1,31,0.1
6090,2013-02-01,2013,2,1,0.0
6091,2013-02-02,2013,2,2,0.0
6092,2013-02-03,2013,2,3,0.3
6093,2013-02-04,2013,2,4,5.0
6094,2013-02-05,2013,2,5,2.2
6095,2013-02-06,2013,2,6,0.4
6096,2013-02-07,2013,2,7,0.1
6097,2013-02-08,2013,2,8,0.0
6098,2013-02-09,2013,2,9,1.3
6099,2013-02-10,2013,2,10,0.0
6100,2013-02-11,2013,2,11,0.0
6101,2013-02-12,2013,2,12,0.4
6102,2013-02-13,2013,2,13,0.0
6103,2013-02-14,2013,2,14,0.0
6104,2013-02-15,2013,2,15,0.0
6105,2013-02-16,2013,2,16,0.0
6106,2013-02-17,2013,2,17,2.3
6107,2013-02-18,2013,2,18,4.3
6108,2013-02-19,2013,2,19,0.1
6109,2013-02-20,2013,2,20,0.0
6110,2013-02-21,2013,2,21,0.0
6111,2013-02-22,2013,2,22,0.0
6112,2013-02-23,2013,2,23,0.0
6113,2013-02-24,2013,2,24,0.0
6114,2013-02-25,2013,2,25,0.0
6115,2013-02-26,2013,2,26,0.0
6116,2013-02-27,2013,2,27,0.1
6117,2013-02-28,2013,2,28,0.0
6118,2013-03-01,2013,3,1,0.0
6119,2013-03-02,2013,3,2,0.0
6120,2013-03-03,2013,3,3,0.0
6121,2013-03-04,2013,3,4,0.0
6122,2013-03-05,2013,3,5,0.0
6123,2013-03-06,2013,3,6,0.0
6124,2013-03-07,2013,3,7,0.0
6125,2013-03-08,2013,3,8,0.0
6126,2013-03-09,2013,3,9,0.0
6127,2013-03-10,2013,3,10,0.0
6128,2013-03-11,2013,3,11,0.0
6129,2013-03-12,2013,3,12,0.5
6130,2013-03-13,2013,3,13,0.1
6131,2013-03-14,2013,3,14,0.0
6132,2013-03-15,2013,3,15,0.0
6133,2013-03-16,2013,3,16,1.7
6134,2013-03-17,2013,3,17,0.0
6135,2013-03-18,2013,3,18,0.0
6136,2013-03-19,2013,3,19,0.2
6137,2013-03-20,2013,3,20,0.0
6138,2013-03-21,2013,3,21,0.0
6139,2013-03-22,2013,3,22,0.0
6140,2013-03-23,2013,3,23,0.0
6141,2013-03-24,2013,3,24,0.0
6142,2013-03-25,2013,3,25,0.0
6143,2013-03-26,2013,3,26,0.0
6144,2013-03-27,2013,3,27,0.0
6145,2013-03-28,2013,3,28,0.0
6146,2013-03-29,2013,3,29,0.0
6147,2013-03-30,2013,3,30,0.0
6148,2013-03-31,2013,3,31,0.0
6149,2013-04-01,2013,4,1,0.0
6150,2013-04-02,2013,4,2,0.0
6151,2013-04-03,2013,4,3,0.0
6152,2013-04-04,2013,4,4,0.0
6153,2013-04-05,2013,4,5,0.0
6154,2013-04-06,2013,4,6,0.0
6155,2013-04-07,2013,4,7,0.0
6156,2013-04-08,2013,4,8,0.0
6157,2013-04-09,2013,4,9,0.0
6158,2013-04-10,2013,4,10,0.0
6159,2013-04-11,2013,4,11,3.2
6160,2013-04-12,2013,4,12,2.5
6161,2013-04-13,2013,4,13,0.0
6162,2013-04-14,2013,4,14,4.0
6163,2013-04-15,2013,4,15,0.6
6164,2013-04-16,2013,4,16,0.3
6165,2013-04-17,2013,4,17,10.4
6166,2013-04-18,2013,4,18,3.3
6167,2013-04-19,2013,4,19,0.6
6168,2013-04-20,2013,4,20,0.0
6169,2013-04-21,2013,4,21,0.0
6170,2013-04-22,2013,4,22,1.8
6171,2013-04-23,2013,4,23,0.0
6172,2013-04-24,2013,4,24,9.2
6173,2013-04-25,2013,4,25,4.7
6174,2013-04-26,2013,4,26,0.0
6175,2013-04-27,2013,4,27,0.4
6176,2013-04-28,2013,4,28,0.0
6177,2013-04-29,2013,4,29,4.4
6178,2013-04-30,2013,4,30,0.1
6179,2013-05-01,2013,5,1,0.0
6180,2013-05-02,2013,5,2,0.0
6181,2013-05-03,2013,5,3,0.0
6182,2013-05-04,2013,5,4,0.0
6183,2013-05-05,2013,5,5,0.0
6184,2013-05-06,2013,5,6,0.0
6185,2013-05-07,2013,5,7,0.0
6186,2013-05-08,2013,5,8,19.1
6187,2013-05-09,2013,5,9,3.7
6188,2013-05-10,2013,5,10,0.1
6189,2013-05-11,2013,5,11,2.5
6190,2013-05-12,2013,5,12,0.0
6191,2013-05-13,2013,5,13,9.0
6192,2013-05-14,2013,5,14,0.7
6193,2013-05-15,2013,5,15,0.0
6194,2013-05-16,2013,5,16,0.0
6195,2013-05-17,2013,5,17,0.0
6196,2013-05-18,2013,5,18,6.0
6197,2013-05-19,2013,5,19,14.5
6198,2013-05-20,2013,5,20,2.0
6199,2013-05-21,2013,5,21,9.5
6200,2013-05-22,2013,5,22,0.2
6201,2013-05-23,2013,5,23,0.0
6202,2013-05-24,2013,5,24,0.0
6203,2013-05-25,2013,5,25,0.0
6204,2013-05-26,2013,5,26,0.0
6205,2013-05-27,2013,5,27,2.9
6206,2013-05-28,2013,5,28,2.9
6207,2013-05-29,2013,5,29,0.0
6208,2013-05-30,2013,5,30,0.0
6209,2013-05-31,2013,5,31,0.0
6210,2013-06-01,2013,6,1,29.2
6211,2013-06-02,2013,6,2,0.0
6212,2013-06-03,2013,6,3,0.0
6213,2013-06-04,2013,6,4,0.0
6214,2013-06-05,2013,6,5,0.0
6215,2013-06-06,2013,6,6,0.0
6216,2013-06-07,2013,6,7,0.0
6217,2013-06-08,2013,6,8,0.0
6218,2013-06-09,2013,6,9,0.0
6219,2013-06-10,2013,6,10,0.0
6220,2013-06-11,2013,6,11,0.0
6221,2013-06-12,2013,6,12,23.8
6222,2013-06-13,2013,6,13,9.1
6223,2013-06-14,2013,6,14,0.2
6224,2013-06-15,2013,6,15,13.8
6225,2013-06-16,2013,6,16,9.3
6226,2013-06-17,2013,6,17,0.0
6227,2013-06-18,2013,6,18,0.0
6228,2013-06-19,2013,6,19,8.8
6229,2013-06-20,2013,6,20,0.0
6230,2013-06-21,2013,6,21,4.7
6231,2013-06-22,2013,6,22,4.4
6232,2013-06-23,2013,6,23,0.9
6233,2013-06-24,2013,6,24,0.5
6234,2013-06-25,2013,6,25,0.0
6235,2013-06-26,2013,6,26,12.3
6236,2013-06-27,2013,6,27,0.4
6237,2013-06-28,2013,6,28,1.1
6238,2013-06-29,2013,6,29,20.6
6239,2013-06-30,2013,6,30,0.0
6240,2013-07-01,2013,7,1,4.6
6241,2013-07-02,2013,7,2,1.7
6242,2013-07-03,2013,7,3,6.1
6243,2013-07-04,2013,7,4,0.1
6244,2013-07-05,2013,7,5,0.0
6245,2013-07-06,2013,7,6,0.0
6246,2013-07-07,2013,7,7,0.0
6247,2013-07-08,2013,7,8,0.0
6248,2013-07-09,2013,7,9,0.0
6249,2013-07-10,2013,7,10,0.0
6250,2013-07-11,2013,7,11,0.0
6251,2013-07-12,2013,7,12,0.0
6252,2013-07-13,2013,7,13,0.0
6253,2013-07-14,2013,7,14,0.0
6254,2013-07-15,2013,7,15,0.0
6255,2013-07-16,2013,7,16,0.0
6256,2013-07-17,2013,7,17,0.0
6257,2013-07-18,2013,7,18,0.0
6258,2013-07-19,2013,7,19,0.0
6259,2013-07-20,2013,7,20,0.0
6260,2013-07-21,2013,7,21,0.0
6261,2013-07-22,2013,7,22,0.0
6262,2013-07-23,2013,7,23,0.0
6263,2013-07-24,2013,7,24,0.0
6264,2013-07-25,2013,7,25,0.0
6265,2013-07-26,2013,7,26,0.2
6266,2013-07-27,2013,7,27,27.5
6267,2013-07-28,2013,7,28,2.9
6268,2013-07-29,2013,7,29,0.0
6269,2013-07-30,2013,7,30,7.0
6270,2013-07-31,2013,7,31,0.9
6271,2013-08-01,2013,8,1,0.0
6272,2013-08-02,2013,8,2,0.0
6273,2013-08-03,2013,8,3,1.0
6274,2013-08-04,2013,8,4,0.3
6275,2013-08-05,2013,8,5,0.0
6276,2013-08-06,2013,8,6,1.6
6277,2013-08-07,2013,8,7,0.0
6278,2013-08-08,2013,8,8,4.6
6279,2013-08-09,2013,8,9,0.0
6280,2013-08-10,2013,8,10,20.4
6281,2013-08-11,2013,8,11,0.0
6282,2013-08-12,2013,8,12,0.9
6283,2013-08-13,2013,8,13,1.9
6284,2013-08-14,2013,8,14,0.0
6285,2013-08-15,2013,8,15,2.0
6286,2013-08-16,2013,8,16,6.9
6287,2013-08-17,2013,8,17,0.0
6288,2013-08-18,2013,8,18,3.5
6289,2013-08-19,2013,8,19,0.0
6290,2013-08-20,2013,8,20,0.0
6291,2013-08-21,2013,8,21,0.0
6292,2013-08-22,2013,8,22,0.0
6293,2013-08-23,2013,8,23,0.0
6294,2013-08-24,2013,8,24,0.0
6295,2013-08-25,2013,8,25,0.0
6296,2013-08-26,2013,8,26,0.0
6297,2013-08-27,2013,8,27,0.0
6298,2013-08-28,2013,8,28,0.0
6299,2013-08-29,2013,8,29,2.5
6300,2013-08-30,2013,8,30,3.1
6301,2013-08-31,2013,8,31,0.2
6302,2013-09-01,2013,9,1,6.5
6303,2013-09-02,2013,9,2,0.9
6304,2013-09-03,2013,9,3,0.0
6305,2013-09-04,2013,9,4,0.0
6306,2013-09-05,2013,9,5,0.1
6307,2013-09-06,2013,9,6,0.0
6308,2013-09-07,2013,9,7,0.0
6309,2013-09-08,2013,9,8,0.0
6310,2013-09-09,2013,9,9,2.7
